time channel1 channel2 channel3
-3.4e-08 4.800000000000001 4.6000000000000005 4.800000000000001
-3.39e-08 4.800000000000001 4.6000000000000005 4.800000000000001
-3.38e-08 4.6000000000000005 4.800000000000001 5.0
-3.37e-08 4.6000000000000005 4.800000000000001 5.0
-3.36e-08 4.6000000000000005 4.800000000000001 5.0
-3.35e-08 4.6000000000000005 4.800000000000001 5.0
-3.34e-08 4.6000000000000005 4.800000000000001 5.0
-3.33e-08 4.6000000000000005 4.800000000000001 5.0
-3.32e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.31e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.3e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.29e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.28e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.27e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.26e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.25e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.24e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.23e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.22e-08 4.6000000000000005 4.800000000000001 5.0
-3.21e-08 4.6000000000000005 4.800000000000001 5.0
-3.2e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.19e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.18e-08 4.6000000000000005 4.800000000000001 5.0
-3.17e-08 4.6000000000000005 4.800000000000001 5.0
-3.16e-08 4.6000000000000005 4.800000000000001 5.0
-3.15e-08 4.6000000000000005 4.800000000000001 5.0
-3.14e-08 4.6000000000000005 4.800000000000001 5.0
-3.13e-08 4.6000000000000005 4.800000000000001 5.0
-3.12e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.11e-08 4.800000000000001 4.800000000000001 4.800000000000001
-3.1e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.09e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.08e-08 4.6000000000000005 4.800000000000001 5.0
-3.07e-08 4.6000000000000005 4.800000000000001 5.0
-3.06e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.05e-08 4.6000000000000005 4.800000000000001 4.800000000000001
-3.04e-08 4.6000000000000005 4.800000000000001 5.0
-3.03e-08 4.6000000000000005 4.800000000000001 5.0
-3.02e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3.01e-08 4.6000000000000005 4.6000000000000005 4.800000000000001
-3e-08 4.800000000000001 4.6000000000000005 4.800000000000001
-2.9899999999999996e-08 4.800000000000001 4.6000000000000005 4.800000000000001
-2.98e-08 4.800000000000001 4.6000000000000005 5.0
-2.97e-08 4.800000000000001 4.6000000000000005 5.0
-2.96e-08 4.800000000000001 4.6000000000000005 5.0
-2.95e-08 4.800000000000001 4.6000000000000005 5.0
-2.94e-08 4.6000000000000005 4.800000000000001 5.0
-2.93e-08 4.6000000000000005 4.800000000000001 5.0
-2.92e-08 4.800000000000001 4.6000000000000005 5.0
